GEN_BLD_YRS_1,GEN_BLD_YRS_2,BuildGen
Oahu_CentralTrackingPV_PV_09,2045,0.0
Oahu_CentralTrackingPV_PV_09,2050,0.0
Oahu_CentralTrackingPV_PV_10,2020,0.0
Oahu_CentralTrackingPV_PV_10,2023,0.0
Oahu_CentralTrackingPV_PV_10,2025,0.0
Oahu_CentralTrackingPV_PV_10,2030,128.002817854415
Oahu_CentralTrackingPV_PV_10,2035,28.936809849279133
Oahu_CentralTrackingPV_PV_10,2040,70.205672805096
Oahu_CentralTrackingPV_PV_10,2045,916.9375575293006
Oahu_CentralTrackingPV_PV_10,2050,102.05041787592859
Oahu_CentralTrackingPV_PV_11,2020,49.0
Oahu_CentralTrackingPV_PV_11,2023,0.0
Oahu_CentralTrackingPV_PV_11,2025,94.85204766164372
Oahu_CentralTrackingPV_PV_11,2030,202.5398265651233
Oahu_CentralTrackingPV_PV_11,2035,0.0
Oahu_CentralTrackingPV_PV_11,2040,0.0
Oahu_CentralTrackingPV_PV_11,2045,0.0
Oahu_CentralTrackingPV_PV_11,2050,49.0
Oahu_CentralTrackingPV_PV_12,2020,0.0
Oahu_CentralTrackingPV_PV_12,2023,14.776281462664713
Oahu_CentralTrackingPV_PV_12,2025,232.14795233835628
Oahu_CentralTrackingPV_PV_12,2030,0.0
Oahu_CentralTrackingPV_PV_12,2035,0.0
Oahu_CentralTrackingPV_PV_12,2040,0.0
Oahu_CentralTrackingPV_PV_12,2045,0.0
Oahu_CentralTrackingPV_PV_12,2050,0.0
Oahu_CentralTrackingPV_PV_13,2020,0.0
Oahu_CentralTrackingPV_PV_13,2023,0.0
Oahu_CentralTrackingPV_PV_13,2025,0.0
Oahu_CentralTrackingPV_PV_13,2030,489.409195046695
Oahu_CentralTrackingPV_PV_13,2035,0.0
Oahu_CentralTrackingPV_PV_13,2040,0.0
Oahu_CentralTrackingPV_PV_13,2045,0.0
Oahu_CentralTrackingPV_PV_13,2050,0.0
Oahu_CentralTrackingPV_PV_14,2020,0.0
Oahu_CentralTrackingPV_PV_14,2023,0.0
Oahu_CentralTrackingPV_PV_14,2025,0.0
Oahu_CentralTrackingPV_PV_14,2030,0.0
Oahu_CentralTrackingPV_PV_14,2035,0.0
Oahu_CentralTrackingPV_PV_14,2040,0.0
Oahu_CentralTrackingPV_PV_14,2045,103.340691037825
Oahu_CentralTrackingPV_PV_14,2050,0.0
Oahu_CentralTrackingPV_PV_15,2020,0.0
Oahu_CentralTrackingPV_PV_15,2023,0.0
Oahu_CentralTrackingPV_PV_15,2025,0.0
Oahu_CentralTrackingPV_PV_15,2030,0.0
Oahu_CentralTrackingPV_PV_15,2035,0.0
Oahu_CentralTrackingPV_PV_15,2040,0.0
Oahu_CentralTrackingPV_PV_15,2045,229.8290412365916
Oahu_CentralTrackingPV_PV_15,2050,22.6495821240714
Oahu_CentralTrackingPV_PV_16,2020,0.0
Oahu_CentralTrackingPV_PV_16,2023,0.0
Oahu_CentralTrackingPV_PV_16,2025,0.0
Oahu_CentralTrackingPV_PV_16,2030,80.62793703930662
Oahu_CentralTrackingPV_PV_16,2035,86.68137127800769
Oahu_CentralTrackingPV_PV_16,2040,87.06747681156772
Oahu_CentralTrackingPV_PV_16,2045,0.0
Oahu_CentralTrackingPV_PV_16,2050,0.0
Oahu_CentralTrackingPV_PV_17,2020,0.0
Oahu_CentralTrackingPV_PV_17,2023,0.0
Oahu_CentralTrackingPV_PV_17,2025,0.0
Oahu_CentralTrackingPV_PV_17,2030,0.0
Oahu_CentralTrackingPV_PV_17,2035,0.0
Oahu_CentralTrackingPV_PV_17,2040,0.0
Oahu_CentralTrackingPV_PV_17,2045,8.01186714308542
Oahu_CentralTrackingPV_PV_17,2050,0.0
Oahu_CentralTrackingPV_PV_18,2020,0.0
Oahu_CentralTrackingPV_PV_18,2023,0.0
Oahu_CentralTrackingPV_PV_18,2025,0.0
Oahu_CentralTrackingPV_PV_18,2030,0.0
Oahu_CentralTrackingPV_PV_18,2035,0.0
Oahu_CentralTrackingPV_PV_18,2040,0.0
Oahu_CentralTrackingPV_PV_18,2045,0.0
Oahu_CentralTrackingPV_PV_18,2050,0.0
Oahu_DistBattery,2020,38.097
Oahu_DistBattery,2023,25.796
Oahu_DistBattery,2025,8.274000000000001
Oahu_DistBattery,2030,33.387
Oahu_DistBattery,2035,82.986
Oahu_DistBattery,2040,82.792
Oahu_DistBattery,2045,84.50999999999999
Oahu_DistBattery,2050,82.98599999999999
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2020,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2023,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2025,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2030,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2035,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2040,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2045,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2050,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2013,9.88703116055064
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2014,5.78753043544428
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2015,3.25041975436016
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2016,6.79264776596962
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2017,6.76427751873704
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2018,14.3127897288316
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2019,2.88971232526034
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2020,25.4359530902299
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2023,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2025,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2030,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2035,26.069224269350315
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2040,68.0113539656883
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2045,25.67826836519788
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2050,56.19538042902852
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2013,38.9029688394494
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2014,22.7724695645557
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2015,12.7895802456398
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2016,26.7273522340304
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2017,26.615722481263
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2018,56.3172102711684
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2019,11.3702876747397
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2020,100.08404690977
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2023,71.513
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2025,47.409
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2030,141.73
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2035,136.1037757306497
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2040,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2045,74.46501864964489
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2050,221.1146195709714
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2020,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2023,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2025,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2030,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2035,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2040,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2045,0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2050,0.0
Oahu_H-Power,1989,73.0
Oahu_Hawaii_Cogen,1982,12.2
Oahu_IC_Barge,2020,0.0
Oahu_IC_Barge,2023,0.0
Oahu_IC_Barge,2025,0.0
Oahu_IC_Barge,2030,0.0
Oahu_IC_Barge,2035,0.0
Oahu_IC_Barge,2040,0.0
Oahu_IC_Barge,2045,0.0
Oahu_IC_Barge,2050,0.0
Oahu_IC_MCBH,2020,0.0
Oahu_IC_MCBH,2023,0.0
Oahu_IC_MCBH,2025,0.0
Oahu_IC_MCBH,2030,0.0
Oahu_IC_MCBH,2035,0.0
Oahu_IC_MCBH,2040,0.0
Oahu_IC_MCBH,2045,0.0
Oahu_IC_MCBH,2050,0.0
Oahu_IC_Schofield,2018,48.84
Oahu_IC_Schofield,2020,0.0
Oahu_IC_Schofield,2023,0.0
Oahu_IC_Schofield,2025,0.0
Oahu_IC_Schofield,2030,0.0
Oahu_IC_Schofield,2035,0.0
Oahu_IC_Schofield,2040,0.0
Oahu_IC_Schofield,2045,0.0
Oahu_IC_Schofield,2050,0.0
Oahu_Kahe_1,1963,82.1
Oahu_Kahe_2,1964,82.1
Oahu_Kahe_3,1970,86.1
Oahu_Kahe_4,1972,85.3
Oahu_Kahe_5,1974,134.3
Oahu_Kahe_6,1981,134.4
Oahu_Kalaeloa_CC1,1989,90.0
Oahu_Kalaeloa_CC2,1991,90.0
Oahu_Kalaeloa_CC3,1991,28.0
Oahu_OffshoreWind_OffWind,2020,0.0
Oahu_OffshoreWind_OffWind,2023,0.0
Oahu_OffshoreWind_OffWind,2025,0.0
Oahu_OffshoreWind_OffWind,2030,0.0
Oahu_OffshoreWind_OffWind,2035,0.0
Oahu_OffshoreWind_OffWind,2040,0.0
Oahu_OffshoreWind_OffWind,2045,278.90390083355135
Oahu_OffshoreWind_OffWind,2050,691.6273478165297
Oahu_OnshoreWind_OnWind_101,2020,0.0
Oahu_OnshoreWind_OnWind_101,2023,0.0
Oahu_OnshoreWind_OnWind_101,2025,0.0
Oahu_OnshoreWind_OnWind_101,2030,0.0
Oahu_OnshoreWind_OnWind_101,2035,0.0
Oahu_OnshoreWind_OnWind_101,2040,0.0
Oahu_OnshoreWind_OnWind_101,2045,0.0
Oahu_OnshoreWind_OnWind_101,2050,0.0
Oahu_OnshoreWind_OnWind_102,2020,0.0
Oahu_OnshoreWind_OnWind_102,2023,0.0
Oahu_OnshoreWind_OnWind_102,2025,0.0
Oahu_OnshoreWind_OnWind_102,2030,0.0
Oahu_OnshoreWind_OnWind_102,2035,0.0
Oahu_OnshoreWind_OnWind_102,2040,0.0
Oahu_OnshoreWind_OnWind_102,2045,0.0
Oahu_OnshoreWind_OnWind_102,2050,0.0
Oahu_OnshoreWind_OnWind_103,2020,0.0
Oahu_OnshoreWind_OnWind_103,2023,0.0
Oahu_OnshoreWind_OnWind_103,2025,0.0
Oahu_OnshoreWind_OnWind_103,2030,0.0
Oahu_OnshoreWind_OnWind_103,2035,0.0
Oahu_OnshoreWind_OnWind_103,2040,0.0
Oahu_OnshoreWind_OnWind_103,2045,0.0
Oahu_OnshoreWind_OnWind_103,2050,0.0
Oahu_OnshoreWind_OnWind_104,2020,0.0
Oahu_OnshoreWind_OnWind_104,2023,0.0
Oahu_OnshoreWind_OnWind_104,2025,0.0
Oahu_OnshoreWind_OnWind_104,2030,0.0
Oahu_OnshoreWind_OnWind_104,2035,0.0
Oahu_OnshoreWind_OnWind_104,2040,0.0
Oahu_OnshoreWind_OnWind_104,2045,0.0
Oahu_OnshoreWind_OnWind_104,2050,0.0
Oahu_OnshoreWind_OnWind_105,2020,0.0
Oahu_OnshoreWind_OnWind_105,2023,0.0
Oahu_OnshoreWind_OnWind_105,2025,0.0
Oahu_OnshoreWind_OnWind_105,2030,0.0
Oahu_OnshoreWind_OnWind_105,2035,0.0
Oahu_OnshoreWind_OnWind_105,2040,0.0
Oahu_OnshoreWind_OnWind_105,2045,0.0
Oahu_OnshoreWind_OnWind_105,2050,0.0
Oahu_OnshoreWind_OnWind_106,2020,0.0
Oahu_OnshoreWind_OnWind_106,2023,0.0
Oahu_OnshoreWind_OnWind_106,2025,0.0
Oahu_OnshoreWind_OnWind_106,2030,0.0
Oahu_OnshoreWind_OnWind_106,2035,0.0
Oahu_OnshoreWind_OnWind_106,2040,0.0
Oahu_OnshoreWind_OnWind_106,2045,0.0
Oahu_OnshoreWind_OnWind_106,2050,0.0
Oahu_OnshoreWind_OnWind_107,2020,0.0
Oahu_OnshoreWind_OnWind_107,2023,0.0
Oahu_OnshoreWind_OnWind_107,2025,0.0
Oahu_OnshoreWind_OnWind_107,2030,0.0
Oahu_OnshoreWind_OnWind_107,2035,0.0
Oahu_OnshoreWind_OnWind_107,2040,0.0
Oahu_OnshoreWind_OnWind_107,2045,0.0
Oahu_OnshoreWind_OnWind_107,2050,0.0
Oahu_OnshoreWind_OnWind_201,2020,0.0
Oahu_OnshoreWind_OnWind_201,2023,0.0
Oahu_OnshoreWind_OnWind_201,2025,0.0
Oahu_OnshoreWind_OnWind_201,2030,0.0
Oahu_OnshoreWind_OnWind_201,2035,0.0
Oahu_OnshoreWind_OnWind_201,2040,0.0
Oahu_OnshoreWind_OnWind_201,2045,0.0
Oahu_OnshoreWind_OnWind_201,2050,0.0
Oahu_OnshoreWind_OnWind_202,2020,0.0
Oahu_OnshoreWind_OnWind_202,2023,0.0
Oahu_OnshoreWind_OnWind_202,2025,0.0
Oahu_OnshoreWind_OnWind_202,2030,0.0
Oahu_OnshoreWind_OnWind_202,2035,0.0
Oahu_OnshoreWind_OnWind_202,2040,0.0
Oahu_OnshoreWind_OnWind_202,2045,0.0
Oahu_OnshoreWind_OnWind_202,2050,0.0
Oahu_OnshoreWind_OnWind_203,2020,0.0
Oahu_OnshoreWind_OnWind_203,2023,0.0
Oahu_OnshoreWind_OnWind_203,2025,0.0
Oahu_OnshoreWind_OnWind_203,2030,0.0
Oahu_OnshoreWind_OnWind_203,2035,0.0
Oahu_OnshoreWind_OnWind_203,2040,0.0
Oahu_OnshoreWind_OnWind_203,2045,0.0
Oahu_OnshoreWind_OnWind_203,2050,0.0
Oahu_OnshoreWind_OnWind_204,2020,0.0
Oahu_OnshoreWind_OnWind_204,2023,0.0
Oahu_OnshoreWind_OnWind_204,2025,0.0
Oahu_OnshoreWind_OnWind_204,2030,0.0
Oahu_OnshoreWind_OnWind_204,2035,0.0
Oahu_OnshoreWind_OnWind_204,2040,0.0
Oahu_OnshoreWind_OnWind_204,2045,0.0
Oahu_OnshoreWind_OnWind_204,2050,0.0
Oahu_OnshoreWind_OnWind_205,2020,0.0
Oahu_OnshoreWind_OnWind_205,2023,0.0
Oahu_OnshoreWind_OnWind_205,2025,0.0
Oahu_OnshoreWind_OnWind_205,2030,0.0
Oahu_OnshoreWind_OnWind_205,2035,0.0
Oahu_OnshoreWind_OnWind_205,2040,0.0
Oahu_OnshoreWind_OnWind_205,2045,0.0
Oahu_OnshoreWind_OnWind_205,2050,0.0
Oahu_OnshoreWind_OnWind_206,2020,0.0
Oahu_OnshoreWind_OnWind_206,2023,0.0
Oahu_OnshoreWind_OnWind_206,2025,0.0
Oahu_OnshoreWind_OnWind_206,2030,0.0
Oahu_OnshoreWind_OnWind_206,2035,0.0
Oahu_OnshoreWind_OnWind_206,2040,0.0
Oahu_OnshoreWind_OnWind_206,2045,0.0
Oahu_OnshoreWind_OnWind_206,2050,0.0
Oahu_OnshoreWind_OnWind_207,2020,0.0
Oahu_OnshoreWind_OnWind_207,2023,0.0
Oahu_OnshoreWind_OnWind_207,2025,0.0
Oahu_OnshoreWind_OnWind_207,2030,0.0
Oahu_OnshoreWind_OnWind_207,2035,0.0
Oahu_OnshoreWind_OnWind_207,2040,0.0
Oahu_OnshoreWind_OnWind_207,2045,0.0
Oahu_OnshoreWind_OnWind_207,2050,0.0
Oahu_OnshoreWind_OnWind_208,2020,0.0
Oahu_OnshoreWind_OnWind_208,2023,0.0
Oahu_OnshoreWind_OnWind_208,2025,0.0
Oahu_OnshoreWind_OnWind_208,2030,0.0
Oahu_OnshoreWind_OnWind_208,2035,0.0
Oahu_OnshoreWind_OnWind_208,2040,0.0
Oahu_OnshoreWind_OnWind_208,2045,0.0
Oahu_OnshoreWind_OnWind_208,2050,0.0
Oahu_OnshoreWind_OnWind_209,2020,0.0
Oahu_OnshoreWind_OnWind_209,2023,0.0
Oahu_OnshoreWind_OnWind_209,2025,0.0
Oahu_OnshoreWind_OnWind_209,2030,0.0
Oahu_OnshoreWind_OnWind_209,2035,0.0
Oahu_OnshoreWind_OnWind_209,2040,0.0
Oahu_OnshoreWind_OnWind_209,2045,0.0
Oahu_OnshoreWind_OnWind_209,2050,0.0
Oahu_OnshoreWind_OnWind_301,2020,0.0
Oahu_OnshoreWind_OnWind_301,2023,0.0
Oahu_OnshoreWind_OnWind_301,2025,0.0
Oahu_OnshoreWind_OnWind_301,2030,0.0
Oahu_OnshoreWind_OnWind_301,2035,0.0
Oahu_OnshoreWind_OnWind_301,2040,0.0
Oahu_OnshoreWind_OnWind_301,2045,0.0
Oahu_OnshoreWind_OnWind_301,2050,0.0
Oahu_OnshoreWind_OnWind_302,2020,0.0
Oahu_OnshoreWind_OnWind_302,2023,0.0
Oahu_OnshoreWind_OnWind_302,2025,0.0
Oahu_OnshoreWind_OnWind_302,2030,0.0
Oahu_OnshoreWind_OnWind_302,2035,0.0
Oahu_OnshoreWind_OnWind_302,2040,0.0
Oahu_OnshoreWind_OnWind_302,2045,0.0
Oahu_OnshoreWind_OnWind_302,2050,0.0
Oahu_OnshoreWind_OnWind_303,2020,0.0
Oahu_OnshoreWind_OnWind_303,2023,0.0
Oahu_OnshoreWind_OnWind_303,2025,0.0
Oahu_OnshoreWind_OnWind_303,2030,0.0
Oahu_OnshoreWind_OnWind_303,2035,0.0
Oahu_OnshoreWind_OnWind_303,2040,0.0
Oahu_OnshoreWind_OnWind_303,2045,0.0
Oahu_OnshoreWind_OnWind_303,2050,0.0
Oahu_OnshoreWind_OnWind_304,2020,0.0
Oahu_OnshoreWind_OnWind_304,2023,0.0
Oahu_OnshoreWind_OnWind_304,2025,0.0
Oahu_OnshoreWind_OnWind_304,2030,0.0
Oahu_OnshoreWind_OnWind_304,2035,0.0
Oahu_OnshoreWind_OnWind_304,2040,0.0
Oahu_OnshoreWind_OnWind_304,2045,0.0
Oahu_OnshoreWind_OnWind_304,2050,0.0
Oahu_OnshoreWind_OnWind_305,2020,0.0
Oahu_OnshoreWind_OnWind_305,2023,0.0
Oahu_OnshoreWind_OnWind_305,2025,0.0
Oahu_OnshoreWind_OnWind_305,2030,0.0
Oahu_OnshoreWind_OnWind_305,2035,0.0
Oahu_OnshoreWind_OnWind_305,2040,0.0
Oahu_OnshoreWind_OnWind_305,2045,31.471720619345206
Oahu_OnshoreWind_OnWind_305,2050,0.0
Oahu_OnshoreWind_OnWind_306,2020,0.0
Oahu_OnshoreWind_OnWind_306,2023,0.0
Oahu_OnshoreWind_OnWind_306,2025,0.0
Oahu_OnshoreWind_OnWind_306,2030,0.0
Oahu_OnshoreWind_OnWind_306,2035,0.0
Oahu_OnshoreWind_OnWind_306,2040,0.0
Oahu_OnshoreWind_OnWind_306,2045,0.0
Oahu_OnshoreWind_OnWind_306,2050,0.0
Oahu_OnshoreWind_OnWind_307,2020,0.0
Oahu_OnshoreWind_OnWind_307,2023,0.0
Oahu_OnshoreWind_OnWind_307,2025,0.0
Oahu_OnshoreWind_OnWind_307,2030,0.0
Oahu_OnshoreWind_OnWind_307,2035,0.0
Oahu_OnshoreWind_OnWind_307,2040,0.0
Oahu_OnshoreWind_OnWind_307,2045,0.0
Oahu_OnshoreWind_OnWind_307,2050,0.0
Oahu_OnshoreWind_OnWind_308,2020,0.0
Oahu_OnshoreWind_OnWind_308,2023,0.0
Oahu_OnshoreWind_OnWind_308,2025,0.0
Oahu_OnshoreWind_OnWind_308,2030,0.0
Oahu_OnshoreWind_OnWind_308,2035,0.0
Oahu_OnshoreWind_OnWind_308,2040,0.0
Oahu_OnshoreWind_OnWind_308,2045,0.0
Oahu_OnshoreWind_OnWind_308,2050,0.0
Oahu_OnshoreWind_OnWind_309,2020,0.0
Oahu_OnshoreWind_OnWind_309,2023,0.0
Oahu_OnshoreWind_OnWind_309,2025,0.0
Oahu_OnshoreWind_OnWind_309,2030,0.0
Oahu_OnshoreWind_OnWind_309,2035,0.0
Oahu_OnshoreWind_OnWind_309,2040,0.0
Oahu_OnshoreWind_OnWind_309,2045,0.0
Oahu_OnshoreWind_OnWind_309,2050,0.0
Oahu_OnshoreWind_OnWind_401,2020,0.0
Oahu_OnshoreWind_OnWind_401,2023,0.0
Oahu_OnshoreWind_OnWind_401,2025,0.0
Oahu_OnshoreWind_OnWind_401,2030,0.0
Oahu_OnshoreWind_OnWind_401,2035,0.0
Oahu_OnshoreWind_OnWind_401,2040,0.0
Oahu_OnshoreWind_OnWind_401,2045,0.0
Oahu_OnshoreWind_OnWind_401,2050,0.0
Oahu_OnshoreWind_OnWind_402,2020,0.0
Oahu_OnshoreWind_OnWind_402,2023,0.0
Oahu_OnshoreWind_OnWind_402,2025,0.0
Oahu_OnshoreWind_OnWind_402,2030,0.0
Oahu_OnshoreWind_OnWind_402,2035,0.0
Oahu_OnshoreWind_OnWind_402,2040,0.0
Oahu_OnshoreWind_OnWind_402,2045,0.0
Oahu_OnshoreWind_OnWind_402,2050,0.0
Oahu_OnshoreWind_OnWind_403,2020,0.0
Oahu_OnshoreWind_OnWind_403,2023,0.0
Oahu_OnshoreWind_OnWind_403,2025,0.0
Oahu_OnshoreWind_OnWind_403,2030,0.0
Oahu_OnshoreWind_OnWind_403,2035,0.0
Oahu_OnshoreWind_OnWind_403,2040,0.0
Oahu_OnshoreWind_OnWind_403,2045,0.0
Oahu_OnshoreWind_OnWind_403,2050,0.0
Oahu_OnshoreWind_OnWind_404,2020,0.0
Oahu_OnshoreWind_OnWind_404,2023,0.0
Oahu_OnshoreWind_OnWind_404,2025,0.0
Oahu_OnshoreWind_OnWind_404,2030,0.0
Oahu_OnshoreWind_OnWind_404,2035,0.0
Oahu_OnshoreWind_OnWind_404,2040,0.0
Oahu_OnshoreWind_OnWind_404,2045,0.0
Oahu_OnshoreWind_OnWind_404,2050,0.0
Oahu_OnshoreWind_OnWind_405,2020,0.0
