BALANCING_AREA_TIMEPOINTS_1,BALANCING_AREA_TIMEPOINTS_2,MaximumContingencyUp
system_wide_balancing_area,2007092204,180.0
system_wide_balancing_area,2007092206,180.0
system_wide_balancing_area,2007092208,180.0
system_wide_balancing_area,2007092210,180.0
system_wide_balancing_area,2007092212,180.0
system_wide_balancing_area,2007092214,180.0
system_wide_balancing_area,2007092216,180.0
system_wide_balancing_area,2007092218,180.0
system_wide_balancing_area,2007092220,180.0
system_wide_balancing_area,2007092222,180.0
system_wide_balancing_area,2007102700,180.0
system_wide_balancing_area,2007102702,180.0
system_wide_balancing_area,2007102704,180.0
system_wide_balancing_area,2007102706,180.0
system_wide_balancing_area,2007102708,180.0
system_wide_balancing_area,2007102710,180.0
system_wide_balancing_area,2007102712,180.0
system_wide_balancing_area,2007102714,180.0
system_wide_balancing_area,2007102716,180.0
system_wide_balancing_area,2007102718,180.0
system_wide_balancing_area,2007102720,180.0
system_wide_balancing_area,2007102722,180.0
system_wide_balancing_area,2007121500,180.0
system_wide_balancing_area,2007121502,180.0
system_wide_balancing_area,2007121504,180.0
system_wide_balancing_area,2007121506,180.0
system_wide_balancing_area,2007121508,180.0
system_wide_balancing_area,2007121510,180.0
system_wide_balancing_area,2007121512,180.0
system_wide_balancing_area,2007121514,180.0
system_wide_balancing_area,2007121516,180.0
system_wide_balancing_area,2007121518,180.0
system_wide_balancing_area,2007121520,180.0
system_wide_balancing_area,2007121522,180.0
system_wide_balancing_area,2008022000,180.0
system_wide_balancing_area,2008022002,180.0
system_wide_balancing_area,2008022004,180.0
system_wide_balancing_area,2008022006,180.0
system_wide_balancing_area,2008022008,180.0
system_wide_balancing_area,2008022010,180.0
system_wide_balancing_area,2008022012,180.0
system_wide_balancing_area,2008022014,180.0
system_wide_balancing_area,2008022016,180.0
system_wide_balancing_area,2008022018,180.0
system_wide_balancing_area,2008022020,180.0
system_wide_balancing_area,2008022022,180.0
system_wide_balancing_area,2008041000,180.0
system_wide_balancing_area,2008041002,180.0
system_wide_balancing_area,2008041004,180.0
system_wide_balancing_area,2008041006,180.0
system_wide_balancing_area,2008041008,180.0
system_wide_balancing_area,2008041010,180.0
system_wide_balancing_area,2008041012,180.0
system_wide_balancing_area,2008041014,180.0
system_wide_balancing_area,2008041016,180.0
system_wide_balancing_area,2008041018,180.0
system_wide_balancing_area,2008041020,180.0
system_wide_balancing_area,2008041022,180.0
system_wide_balancing_area,2008061700,180.0
system_wide_balancing_area,2008061702,180.0
system_wide_balancing_area,2008061704,180.0
system_wide_balancing_area,2008061706,180.0
system_wide_balancing_area,2008061708,180.0
system_wide_balancing_area,2008061710,180.0
system_wide_balancing_area,2008061712,180.0
system_wide_balancing_area,2008061714,180.0
system_wide_balancing_area,2008061716,180.0
system_wide_balancing_area,2008061718,180.0
system_wide_balancing_area,2008061720,180.0
system_wide_balancing_area,2008061722,180.0
system_wide_balancing_area,2008081800,180.0
system_wide_balancing_area,2008081802,180.0
system_wide_balancing_area,2008081804,180.0
system_wide_balancing_area,2008081806,180.0
system_wide_balancing_area,2008081808,180.0
system_wide_balancing_area,2008081810,180.0
system_wide_balancing_area,2008081812,180.0
system_wide_balancing_area,2008081814,180.0
system_wide_balancing_area,2008081816,180.0
system_wide_balancing_area,2008081818,180.0
system_wide_balancing_area,2008081820,180.0
system_wide_balancing_area,2008081822,180.0
system_wide_balancing_area,2008091000,180.0
system_wide_balancing_area,2008091002,180.0
system_wide_balancing_area,2008091004,180.0
system_wide_balancing_area,2008091006,180.0
system_wide_balancing_area,2008091008,180.0
system_wide_balancing_area,2008091010,180.0
system_wide_balancing_area,2008091012,180.0
system_wide_balancing_area,2008091014,180.0
system_wide_balancing_area,2008091016,180.0
system_wide_balancing_area,2008091018,180.0
system_wide_balancing_area,2008091020,180.0
system_wide_balancing_area,2008091022,180.0
system_wide_balancing_area,2008112200,180.0
system_wide_balancing_area,2008112202,180.0
system_wide_balancing_area,2008112204,180.0
system_wide_balancing_area,2008112206,180.0
system_wide_balancing_area,2008112208,180.0
system_wide_balancing_area,2008112210,180.0
system_wide_balancing_area,2008112212,180.0
system_wide_balancing_area,2008112214,180.0
system_wide_balancing_area,2008112216,180.0
system_wide_balancing_area,2008112218,180.0
system_wide_balancing_area,2008112220,180.0
system_wide_balancing_area,2008112222,180.0
system_wide_balancing_area,2307011200,134.3
system_wide_balancing_area,2307011202,134.3
system_wide_balancing_area,2307011204,134.3
system_wide_balancing_area,2307011206,134.3
system_wide_balancing_area,2307011208,134.3
system_wide_balancing_area,2307011210,134.3
system_wide_balancing_area,2307011212,134.3
system_wide_balancing_area,2307011214,134.3
system_wide_balancing_area,2307011216,134.3
system_wide_balancing_area,2307011218,134.3
system_wide_balancing_area,2307011220,134.3
system_wide_balancing_area,2307011222,134.3
system_wide_balancing_area,2307011900,134.3
system_wide_balancing_area,2307011902,134.3
system_wide_balancing_area,2307011904,134.3
system_wide_balancing_area,2307011906,134.3
system_wide_balancing_area,2307011908,134.3
system_wide_balancing_area,2307011910,134.3
system_wide_balancing_area,2307011912,134.3
system_wide_balancing_area,2307011914,134.3
system_wide_balancing_area,2307011916,134.3
system_wide_balancing_area,2307011918,134.3
system_wide_balancing_area,2307011920,134.3
system_wide_balancing_area,2307011922,134.3
system_wide_balancing_area,2307021200,134.4
system_wide_balancing_area,2307021202,134.4
system_wide_balancing_area,2307021204,134.4
system_wide_balancing_area,2307021206,134.4
system_wide_balancing_area,2307021208,134.4
system_wide_balancing_area,2307021210,134.4
system_wide_balancing_area,2307021212,134.4
system_wide_balancing_area,2307021214,134.4
system_wide_balancing_area,2307021216,134.4
system_wide_balancing_area,2307021218,134.4
system_wide_balancing_area,2307021220,134.4
system_wide_balancing_area,2307021222,134.4
system_wide_balancing_area,2307050200,134.3
system_wide_balancing_area,2307050202,134.3
system_wide_balancing_area,2307050204,134.3
system_wide_balancing_area,2307050206,134.3
system_wide_balancing_area,2307050208,134.3
system_wide_balancing_area,2307050210,134.3
system_wide_balancing_area,2307050212,134.3
system_wide_balancing_area,2307050214,134.3
system_wide_balancing_area,2307050216,134.3
system_wide_balancing_area,2307050218,134.3
system_wide_balancing_area,2307050220,134.3
system_wide_balancing_area,2307050222,134.3
system_wide_balancing_area,2307092200,134.3
system_wide_balancing_area,2307092202,134.3
system_wide_balancing_area,2307092204,134.3
system_wide_balancing_area,2307092206,134.3
system_wide_balancing_area,2307092208,134.3
system_wide_balancing_area,2307092210,134.3
system_wide_balancing_area,2307092212,134.3
system_wide_balancing_area,2307092214,134.3
system_wide_balancing_area,2307092216,134.3
system_wide_balancing_area,2307092218,134.3
system_wide_balancing_area,2307092220,134.3
system_wide_balancing_area,2307092222,134.3
system_wide_balancing_area,2307102700,134.3
system_wide_balancing_area,2307102702,134.3
system_wide_balancing_area,2307102704,134.3
system_wide_balancing_area,2307102706,134.3
system_wide_balancing_area,2307102708,134.3
system_wide_balancing_area,2307102710,134.3
system_wide_balancing_area,2307102712,134.3
system_wide_balancing_area,2307102714,134.3
system_wide_balancing_area,2307102716,134.3
system_wide_balancing_area,2307102718,134.3
system_wide_balancing_area,2307102720,134.3
system_wide_balancing_area,2307102722,134.3
system_wide_balancing_area,2307121500,134.3
system_wide_balancing_area,2307121502,134.3
system_wide_balancing_area,2307121504,134.3
system_wide_balancing_area,2307121506,134.3
system_wide_balancing_area,2307121508,134.3
system_wide_balancing_area,2307121510,134.3
system_wide_balancing_area,2307121512,134.3
system_wide_balancing_area,2307121514,134.3
system_wide_balancing_area,2307121516,134.3
system_wide_balancing_area,2307121518,134.3
system_wide_balancing_area,2307121520,134.3
system_wide_balancing_area,2307121522,134.3
system_wide_balancing_area,2308022000,134.3
system_wide_balancing_area,2308022002,134.3
system_wide_balancing_area,2308022004,134.3
system_wide_balancing_area,2308022006,134.3
system_wide_balancing_area,2308022008,134.3
system_wide_balancing_area,2308022010,134.3
system_wide_balancing_area,2308022012,134.3
system_wide_balancing_area,2308022014,134.3
system_wide_balancing_area,2308022016,134.3
system_wide_balancing_area,2308022018,134.3
system_wide_balancing_area,2308022020,134.3
system_wide_balancing_area,2308022022,134.3
system_wide_balancing_area,2308041000,134.3
system_wide_balancing_area,2308041002,134.3
system_wide_balancing_area,2308041004,134.3
system_wide_balancing_area,2308041006,134.3
system_wide_balancing_area,2308041008,134.3
system_wide_balancing_area,2308041010,134.3
system_wide_balancing_area,2308041012,134.3
system_wide_balancing_area,2308041014,134.3
system_wide_balancing_area,2308041016,134.3
system_wide_balancing_area,2308041018,134.3
system_wide_balancing_area,2308041020,134.3
system_wide_balancing_area,2308041022,134.3
system_wide_balancing_area,2308061700,134.3
system_wide_balancing_area,2308061702,134.3
system_wide_balancing_area,2308061704,134.3
system_wide_balancing_area,2308061706,134.3
system_wide_balancing_area,2308061708,134.3
system_wide_balancing_area,2308061710,134.3
system_wide_balancing_area,2308061712,134.3
system_wide_balancing_area,2308061714,134.3
system_wide_balancing_area,2308061716,134.3
system_wide_balancing_area,2308061718,134.3
system_wide_balancing_area,2308061720,134.3
system_wide_balancing_area,2308061722,134.3
system_wide_balancing_area,2308081800,134.3
system_wide_balancing_area,2308081802,134.3
system_wide_balancing_area,2308081804,134.3
system_wide_balancing_area,2308081806,134.3
system_wide_balancing_area,2308081808,134.3
system_wide_balancing_area,2308081810,134.3
system_wide_balancing_area,2308081812,134.3
system_wide_balancing_area,2308081814,134.3
system_wide_balancing_area,2308081816,134.3
system_wide_balancing_area,2308081818,134.3
system_wide_balancing_area,2308081820,134.3
system_wide_balancing_area,2308081822,134.3
system_wide_balancing_area,2308091000,134.3
system_wide_balancing_area,2308091002,134.3
system_wide_balancing_area,2308091004,134.3
system_wide_balancing_area,2308091006,134.3
system_wide_balancing_area,2308091008,134.3
system_wide_balancing_area,2308091010,134.3
system_wide_balancing_area,2308091012,134.3
system_wide_balancing_area,2308091014,134.3
system_wide_balancing_area,2308091016,134.3
system_wide_balancing_area,2308091018,134.3
system_wide_balancing_area,2308091020,134.3
system_wide_balancing_area,2308091022,134.3
system_wide_balancing_area,2308112200,134.3
system_wide_balancing_area,2308112202,134.3
system_wide_balancing_area,2308112204,134.3
system_wide_balancing_area,2308112206,134.3
system_wide_balancing_area,2308112208,134.3
system_wide_balancing_area,2308112210,134.3
system_wide_balancing_area,2308112212,134.3
system_wide_balancing_area,2308112214,134.3
system_wide_balancing_area,2308112216,134.3
system_wide_balancing_area,2308112218,134.3
system_wide_balancing_area,2308112220,134.3
system_wide_balancing_area,2308112222,134.3
system_wide_balancing_area,2507011200,134.3
system_wide_balancing_area,2507011202,134.3
system_wide_balancing_area,2507011204,134.3
system_wide_balancing_area,2507011206,134.3
system_wide_balancing_area,2507011208,134.3
system_wide_balancing_area,2507011210,134.3
system_wide_balancing_area,2507011212,134.3
system_wide_balancing_area,2507011214,134.3
system_wide_balancing_area,2507011216,134.3
system_wide_balancing_area,2507011218,134.3
system_wide_balancing_area,2507011220,134.3
system_wide_balancing_area,2507011222,134.3
system_wide_balancing_area,2507011900,134.3
system_wide_balancing_area,2507011902,134.3
system_wide_balancing_area,2507011904,134.3
system_wide_balancing_area,2507011906,134.3
system_wide_balancing_area,2507011908,134.3
system_wide_balancing_area,2507011910,134.3
system_wide_balancing_area,2507011912,134.3
system_wide_balancing_area,2507011914,134.3
system_wide_balancing_area,2507011916,134.3
system_wide_balancing_area,2507011918,134.3
system_wide_balancing_area,2507011920,134.3
system_wide_balancing_area,2507011922,134.3
system_wide_balancing_area,2507021200,134.3
system_wide_balancing_area,2507021202,134.3
system_wide_balancing_area,2507021204,134.3
system_wide_balancing_area,2507021206,134.3
system_wide_balancing_area,2507021208,134.3
system_wide_balancing_area,2507021210,134.3
system_wide_balancing_area,2507021212,134.3
system_wide_balancing_area,2507021214,134.3
system_wide_balancing_area,2507021216,134.3
system_wide_balancing_area,2507021218,134.3
system_wide_balancing_area,2507021220,134.3
system_wide_balancing_area,2507021222,134.3
system_wide_balancing_area,2507050200,134.3
system_wide_balancing_area,2507050202,134.3
system_wide_balancing_area,2507050204,134.3
system_wide_balancing_area,2507050206,134.3
system_wide_balancing_area,2507050208,134.3
system_wide_balancing_area,2507050210,134.3
system_wide_balancing_area,2507050212,134.3
system_wide_balancing_area,2507050214,134.3
system_wide_balancing_area,2507050216,134.3
system_wide_balancing_area,2507050218,134.3
system_wide_balancing_area,2507050220,134.3
system_wide_balancing_area,2507050222,134.3
system_wide_balancing_area,2507092200,134.3
system_wide_balancing_area,2507092202,134.3
system_wide_balancing_area,2507092204,134.3
system_wide_balancing_area,2507092206,134.3
system_wide_balancing_area,2507092208,134.3
system_wide_balancing_area,2507092210,134.3
system_wide_balancing_area,2507092212,134.3
system_wide_balancing_area,2507092214,134.3
system_wide_balancing_area,2507092216,134.3
system_wide_balancing_area,2507092218,134.3
system_wide_balancing_area,2507092220,134.3
system_wide_balancing_area,2507092222,134.3
system_wide_balancing_area,2507102700,134.3
system_wide_balancing_area,2507102702,134.3
system_wide_balancing_area,2507102704,134.3
system_wide_balancing_area,2507102706,134.3
system_wide_balancing_area,2507102708,134.3
system_wide_balancing_area,2507102710,134.3
system_wide_balancing_area,2507102712,134.3
system_wide_balancing_area,2507102714,134.3
system_wide_balancing_area,2507102716,134.3
system_wide_balancing_area,2507102718,134.3
system_wide_balancing_area,2507102720,134.3
system_wide_balancing_area,2507102722,134.3
system_wide_balancing_area,2507121500,134.3
system_wide_balancing_area,2507121502,134.3
system_wide_balancing_area,2507121504,134.3
system_wide_balancing_area,2507121506,134.3
system_wide_balancing_area,2507121508,134.3
system_wide_balancing_area,2507121510,134.3
system_wide_balancing_area,2507121512,134.3
system_wide_balancing_area,2507121514,134.3
system_wide_balancing_area,2507121516,134.3
system_wide_balancing_area,2507121518,134.3
system_wide_balancing_area,2507121520,134.3
system_wide_balancing_area,2507121522,134.3
system_wide_balancing_area,2508022000,134.3
system_wide_balancing_area,2508022002,134.3
system_wide_balancing_area,2508022004,134.3
system_wide_balancing_area,2508022006,134.3
system_wide_balancing_area,2508022008,134.3
system_wide_balancing_area,2508022010,134.3
system_wide_balancing_area,2508022012,134.3
system_wide_balancing_area,2508022014,134.3
system_wide_balancing_area,2508022016,134.3
system_wide_balancing_area,2508022018,134.3
system_wide_balancing_area,2508022020,134.3
system_wide_balancing_area,2508022022,134.3
system_wide_balancing_area,2508041000,134.3
system_wide_balancing_area,2508041002,134.3
system_wide_balancing_area,2508041004,134.3
system_wide_balancing_area,2508041006,134.3
system_wide_balancing_area,2508041008,134.3
system_wide_balancing_area,2508041010,134.3
system_wide_balancing_area,2508041012,134.3
system_wide_balancing_area,2508041014,134.3
system_wide_balancing_area,2508041016,134.3
system_wide_balancing_area,2508041018,134.3
system_wide_balancing_area,2508041020,134.3
system_wide_balancing_area,2508041022,134.3
system_wide_balancing_area,2508061700,134.3
system_wide_balancing_area,2508061702,134.3
system_wide_balancing_area,2508061704,134.3
system_wide_balancing_area,2508061706,134.3
system_wide_balancing_area,2508061708,134.3
system_wide_balancing_area,2508061710,134.3
system_wide_balancing_area,2508061712,134.3
system_wide_balancing_area,2508061714,134.3
system_wide_balancing_area,2508061716,134.3
system_wide_balancing_area,2508061718,134.3
system_wide_balancing_area,2508061720,134.3
system_wide_balancing_area,2508061722,134.3
system_wide_balancing_area,2508081800,134.3
system_wide_balancing_area,2508081802,134.3
system_wide_balancing_area,2508081804,134.3
system_wide_balancing_area,2508081806,134.3
system_wide_balancing_area,2508081808,134.3
system_wide_balancing_area,2508081810,134.3
system_wide_balancing_area,2508081812,134.3
system_wide_balancing_area,2508081814,134.3
system_wide_balancing_area,2508081816,134.3
system_wide_balancing_area,2508081818,134.3
system_wide_balancing_area,2508081820,134.3
system_wide_balancing_area,2508081822,134.3
system_wide_balancing_area,2508091000,134.3
system_wide_balancing_area,2508091002,134.3
system_wide_balancing_area,2508091004,134.3
system_wide_balancing_area,2508091006,134.3
system_wide_balancing_area,2508091008,134.3
system_wide_balancing_area,2508091010,134.3
system_wide_balancing_area,2508091012,134.3
system_wide_balancing_area,2508091014,134.3
system_wide_balancing_area,2508091016,134.3
system_wide_balancing_area,2508091018,134.3
system_wide_balancing_area,2508091020,134.3
system_wide_balancing_area,2508091022,134.3
system_wide_balancing_area,2508112200,134.3
system_wide_balancing_area,2508112202,134.3
system_wide_balancing_area,2508112204,134.3
system_wide_balancing_area,2508112206,134.3
system_wide_balancing_area,2508112208,134.3
system_wide_balancing_area,2508112210,134.3
system_wide_balancing_area,2508112212,134.3
system_wide_balancing_area,2508112214,134.3
system_wide_balancing_area,2508112216,134.3
system_wide_balancing_area,2508112218,134.3
system_wide_balancing_area,2508112220,134.3
system_wide_balancing_area,2508112222,134.3
system_wide_balancing_area,3007011200,90.0
system_wide_balancing_area,3007011202,90.0
system_wide_balancing_area,3007011204,90.0
system_wide_balancing_area,3007011206,90.0
system_wide_balancing_area,3007011208,90.0
system_wide_balancing_area,3007011210,90.0
system_wide_balancing_area,3007011212,90.0
system_wide_balancing_area,3007011214,90.0
system_wide_balancing_area,3007011216,90.0
system_wide_balancing_area,3007011218,90.0
system_wide_balancing_area,3007011220,90.0
system_wide_balancing_area,3007011222,90.0
system_wide_balancing_area,3007011900,90.0
system_wide_balancing_area,3007011902,90.0
system_wide_balancing_area,3007011904,90.0
system_wide_balancing_area,3007011906,90.0
system_wide_balancing_area,3007011908,90.0
system_wide_balancing_area,3007011910,90.0
system_wide_balancing_area,3007011912,90.0
system_wide_balancing_area,3007011914,90.0
system_wide_balancing_area,3007011916,90.0
system_wide_balancing_area,3007011918,90.0
system_wide_balancing_area,3007011920,90.0
system_wide_balancing_area,3007011922,90.0
system_wide_balancing_area,3007021200,90.0
system_wide_balancing_area,3007021202,90.0
system_wide_balancing_area,3007021204,90.0
system_wide_balancing_area,3007021206,90.0
system_wide_balancing_area,3007021208,90.0
system_wide_balancing_area,3007021210,90.0
system_wide_balancing_area,3007021212,90.0
system_wide_balancing_area,3007021214,90.0
system_wide_balancing_area,3007021216,90.0
system_wide_balancing_area,3007021218,90.0
system_wide_balancing_area,3007021220,90.0
system_wide_balancing_area,3007021222,90.0
system_wide_balancing_area,3007050200,90.0
system_wide_balancing_area,3007050202,90.0
system_wide_balancing_area,3007050204,90.0
system_wide_balancing_area,3007050206,90.0
system_wide_balancing_area,3007050208,90.0
system_wide_balancing_area,3007050210,90.0
system_wide_balancing_area,3007050212,90.0
system_wide_balancing_area,3007050214,90.0
system_wide_balancing_area,3007050216,90.0
system_wide_balancing_area,3007050218,90.0
system_wide_balancing_area,3007050220,90.0
system_wide_balancing_area,3007050222,90.0
system_wide_balancing_area,3007092200,90.0
system_wide_balancing_area,3007092202,90.0
system_wide_balancing_area,3007092204,90.0
system_wide_balancing_area,3007092206,90.0
system_wide_balancing_area,3007092208,90.0
system_wide_balancing_area,3007092210,90.0
system_wide_balancing_area,3007092212,90.0
system_wide_balancing_area,3007092214,90.0
system_wide_balancing_area,3007092216,90.0
system_wide_balancing_area,3007092218,90.0
system_wide_balancing_area,3007092220,90.0
system_wide_balancing_area,3007092222,90.0
system_wide_balancing_area,3007102700,90.0
system_wide_balancing_area,3007102702,90.0
system_wide_balancing_area,3007102704,90.0
system_wide_balancing_area,3007102706,90.0
system_wide_balancing_area,3007102708,90.0
system_wide_balancing_area,3007102710,90.0
system_wide_balancing_area,3007102712,90.0
system_wide_balancing_area,3007102714,90.0
system_wide_balancing_area,3007102716,90.0
system_wide_balancing_area,3007102718,90.0
system_wide_balancing_area,3007102720,90.0
system_wide_balancing_area,3007102722,90.0
system_wide_balancing_area,3007121500,90.0
system_wide_balancing_area,3007121502,90.0
system_wide_balancing_area,3007121504,90.0
system_wide_balancing_area,3007121506,90.0
system_wide_balancing_area,3007121508,90.0
system_wide_balancing_area,3007121510,90.0
system_wide_balancing_area,3007121512,90.0
system_wide_balancing_area,3007121514,90.0
system_wide_balancing_area,3007121516,90.0
system_wide_balancing_area,3007121518,90.0
system_wide_balancing_area,3007121520,90.0
system_wide_balancing_area,3007121522,90.0
system_wide_balancing_area,3008022000,90.0
system_wide_balancing_area,3008022002,90.0
system_wide_balancing_area,3008022004,90.0
system_wide_balancing_area,3008022006,90.0
system_wide_balancing_area,3008022008,90.0
system_wide_balancing_area,3008022010,90.0
system_wide_balancing_area,3008022012,90.0
system_wide_balancing_area,3008022014,90.0
system_wide_balancing_area,3008022016,90.0
system_wide_balancing_area,3008022018,90.0
system_wide_balancing_area,3008022020,90.0
system_wide_balancing_area,3008022022,90.0
system_wide_balancing_area,3008041000,134.3
system_wide_balancing_area,3008041002,134.3
system_wide_balancing_area,3008041004,134.3
system_wide_balancing_area,3008041006,134.3
system_wide_balancing_area,3008041008,134.3
system_wide_balancing_area,3008041010,134.3
system_wide_balancing_area,3008041012,134.3
system_wide_balancing_area,3008041014,134.3
system_wide_balancing_area,3008041016,134.3
system_wide_balancing_area,3008041018,134.3
system_wide_balancing_area,3008041020,134.3
system_wide_balancing_area,3008041022,134.3
system_wide_balancing_area,3008061700,90.0
system_wide_balancing_area,3008061702,90.0
system_wide_balancing_area,3008061704,90.0
system_wide_balancing_area,3008061706,90.0
system_wide_balancing_area,3008061708,90.0
system_wide_balancing_area,3008061710,90.0
system_wide_balancing_area,3008061712,90.0
system_wide_balancing_area,3008061714,90.0
system_wide_balancing_area,3008061716,90.0
system_wide_balancing_area,3008061718,90.0
system_wide_balancing_area,3008061720,90.0
system_wide_balancing_area,3008061722,90.0
system_wide_balancing_area,3008081800,90.0
system_wide_balancing_area,3008081802,90.0
system_wide_balancing_area,3008081804,90.0
system_wide_balancing_area,3008081806,90.0
system_wide_balancing_area,3008081808,90.0
system_wide_balancing_area,3008081810,90.0
system_wide_balancing_area,3008081812,90.0
system_wide_balancing_area,3008081814,90.0
system_wide_balancing_area,3008081816,90.0
system_wide_balancing_area,3008081818,90.0
system_wide_balancing_area,3008081820,90.0
system_wide_balancing_area,3008081822,90.0
system_wide_balancing_area,3008091000,134.3
system_wide_balancing_area,3008091002,90.0
system_wide_balancing_area,3008091004,90.0
system_wide_balancing_area,3008091006,90.0
system_wide_balancing_area,3008091008,90.0
system_wide_balancing_area,3008091010,90.0
system_wide_balancing_area,3008091012,90.0
system_wide_balancing_area,3008091014,90.0
system_wide_balancing_area,3008091016,90.0
system_wide_balancing_area,3008091018,134.3
system_wide_balancing_area,3008091020,134.3
system_wide_balancing_area,3008091022,134.3
system_wide_balancing_area,3008112200,134.3
system_wide_balancing_area,3008112202,134.3
system_wide_balancing_area,3008112204,134.3
system_wide_balancing_area,3008112206,134.3
system_wide_balancing_area,3008112208,134.3
system_wide_balancing_area,3008112210,134.3
system_wide_balancing_area,3008112212,134.3
system_wide_balancing_area,3008112214,134.3
system_wide_balancing_area,3008112216,134.3
system_wide_balancing_area,3008112218,134.3
system_wide_balancing_area,3008112220,134.3
system_wide_balancing_area,3008112222,134.3
system_wide_balancing_area,3507011200,90.0
system_wide_balancing_area,3507011202,90.0
system_wide_balancing_area,3507011204,90.0
system_wide_balancing_area,3507011206,90.0
system_wide_balancing_area,3507011208,90.0
system_wide_balancing_area,3507011210,90.0
system_wide_balancing_area,3507011212,90.0
system_wide_balancing_area,3507011214,90.0
system_wide_balancing_area,3507011216,90.0
system_wide_balancing_area,3507011218,90.0
system_wide_balancing_area,3507011220,90.0
system_wide_balancing_area,3507011222,90.0
system_wide_balancing_area,3507011900,90.0
system_wide_balancing_area,3507011902,90.0
system_wide_balancing_area,3507011904,90.0
system_wide_balancing_area,3507011906,90.0
system_wide_balancing_area,3507011908,90.0
system_wide_balancing_area,3507011910,90.0
system_wide_balancing_area,3507011912,90.0
system_wide_balancing_area,3507011914,90.0
system_wide_balancing_area,3507011916,90.0
system_wide_balancing_area,3507011918,90.0
system_wide_balancing_area,3507011920,90.0
system_wide_balancing_area,3507011922,90.0
system_wide_balancing_area,3507021200,90.0
system_wide_balancing_area,3507021202,90.0
system_wide_balancing_area,3507021204,90.0
system_wide_balancing_area,3507021206,90.0
system_wide_balancing_area,3507021208,90.0
system_wide_balancing_area,3507021210,90.0
system_wide_balancing_area,3507021212,90.0
system_wide_balancing_area,3507021214,90.0
system_wide_balancing_area,3507021216,90.0
system_wide_balancing_area,3507021218,113.0
system_wide_balancing_area,3507021220,90.0
system_wide_balancing_area,3507021222,90.0
system_wide_balancing_area,3507050200,90.0
system_wide_balancing_area,3507050202,90.0
system_wide_balancing_area,3507050204,90.0
system_wide_balancing_area,3507050206,90.0
system_wide_balancing_area,3507050208,90.0
system_wide_balancing_area,3507050210,90.0
system_wide_balancing_area,3507050212,90.0
system_wide_balancing_area,3507050214,90.0
system_wide_balancing_area,3507050216,90.0
system_wide_balancing_area,3507050218,90.0
system_wide_balancing_area,3507050220,90.0
system_wide_balancing_area,3507050222,90.0
system_wide_balancing_area,3507092200,90.0
system_wide_balancing_area,3507092202,90.0
system_wide_balancing_area,3507092204,90.0
system_wide_balancing_area,3507092206,90.0
system_wide_balancing_area,3507092208,90.0
system_wide_balancing_area,3507092210,90.0
system_wide_balancing_area,3507092212,90.0
system_wide_balancing_area,3507092214,90.0
system_wide_balancing_area,3507092216,90.0
system_wide_balancing_area,3507092218,134.3
system_wide_balancing_area,3507092220,134.3
system_wide_balancing_area,3507092222,90.0
system_wide_balancing_area,3507102700,90.0
system_wide_balancing_area,3507102702,90.0
system_wide_balancing_area,3507102704,90.0
system_wide_balancing_area,3507102706,90.0
system_wide_balancing_area,3507102708,90.0
system_wide_balancing_area,3507102710,90.0
system_wide_balancing_area,3507102712,90.0
system_wide_balancing_area,3507102714,90.0
system_wide_balancing_area,3507102716,90.0
system_wide_balancing_area,3507102718,90.0
