generation_project,period,load_zone,IncrementalPowerCapacityMW,IncrementalEnergyCapacityMWh,OnlinePowerCapacityMW,OnlineEnergyCapacityMWh
Oahu_Battery_Conting,2048,Oahu,0,0,0,0
Oahu_Battery_Conting,2049,Oahu,0,0,0,0
Oahu_Battery_Conting,2050,Oahu,0,0,0,0
Oahu_Battery_Reg,2020,Oahu,0,0,0,0
Oahu_Battery_Reg,2021,Oahu,0,0,0,0
Oahu_Battery_Reg,2022,Oahu,0,0,0,0
Oahu_Battery_Reg,2023,Oahu,0,0,0,0
Oahu_Battery_Reg,2024,Oahu,0,0,0,0
Oahu_Battery_Reg,2025,Oahu,0,0,0,0
Oahu_Battery_Reg,2026,Oahu,0,0,0,0
Oahu_Battery_Reg,2027,Oahu,0,0,0,0
Oahu_Battery_Reg,2028,Oahu,0,0,0,0
Oahu_Battery_Reg,2029,Oahu,0,0,0,0
Oahu_Battery_Reg,2030,Oahu,0,0,0,0
Oahu_Battery_Reg,2031,Oahu,0,0,0,0
Oahu_Battery_Reg,2032,Oahu,0,0,0,0
Oahu_Battery_Reg,2033,Oahu,0,0,0,0
Oahu_Battery_Reg,2034,Oahu,0,0,0,0
Oahu_Battery_Reg,2035,Oahu,0,0,0,0
Oahu_Battery_Reg,2036,Oahu,0,0,0,0
Oahu_Battery_Reg,2037,Oahu,0,0,0,0
Oahu_Battery_Reg,2038,Oahu,0,0,0,0
Oahu_Battery_Reg,2039,Oahu,0,0,0,0
Oahu_Battery_Reg,2040,Oahu,0,0,0,0
Oahu_Battery_Reg,2041,Oahu,0,0,0,0
Oahu_Battery_Reg,2042,Oahu,0,0,0,0
Oahu_Battery_Reg,2043,Oahu,0,0,0,0
Oahu_Battery_Reg,2044,Oahu,0,0,0,0
Oahu_Battery_Reg,2045,Oahu,0,0,0,0
Oahu_Battery_Reg,2046,Oahu,0,0,0,0
Oahu_Battery_Reg,2047,Oahu,0,0,0,0
Oahu_Battery_Reg,2048,Oahu,0,0,0,0
Oahu_Battery_Reg,2049,Oahu,0,0,0,0
Oahu_Battery_Reg,2050,Oahu,0,0,0,0
Oahu_DistBattery,2020,Oahu,38.097,152.388,38.097,152.388
Oahu_DistBattery,2021,Oahu,12.968,51.872,51.065,204.26
Oahu_DistBattery,2022,Oahu,9.693,38.772,60.758,243.032
Oahu_DistBattery,2023,Oahu,3.135,12.54,63.893,255.572
Oahu_DistBattery,2024,Oahu,3.732,14.928,67.625,270.5
Oahu_DistBattery,2025,Oahu,4.542,18.168,72.167,288.668
Oahu_DistBattery,2026,Oahu,5.324,21.296,77.491,309.964
Oahu_DistBattery,2027,Oahu,6.115,24.46,83.606,334.424
Oahu_DistBattery,2028,Oahu,6.719,26.876,90.325,361.3
Oahu_DistBattery,2029,Oahu,7.316,29.264,97.641,390.564
Oahu_DistBattery,2030,Oahu,7.913,31.652,105.554,422.216
Oahu_DistBattery,2031,Oahu,8.355,33.42,113.909,455.636
Oahu_DistBattery,2032,Oahu,8.723,34.892,122.632,490.528
Oahu_DistBattery,2033,Oahu,9.006,36.024,131.638,526.552
Oahu_DistBattery,2034,Oahu,9.315,37.26,140.953,563.812
Oahu_DistBattery,2035,Oahu,47.587,190.348,150.443,601.772
Oahu_DistBattery,2036,Oahu,22.524,90.096,159.999,639.996
Oahu_DistBattery,2037,Oahu,19.381,77.524,169.687,678.748
Oahu_DistBattery,2038,Oahu,12.912,51.648,179.464,717.856
Oahu_DistBattery,2039,Oahu,13.559,54.236,189.291,757.164
Oahu_DistBattery,2040,Oahu,14.416,57.664,199.165,796.66
Oahu_DistBattery,2041,Oahu,15.263,61.052,209.104,836.416
Oahu_DistBattery,2042,Oahu,16.213,64.852,219.202,876.808
Oahu_DistBattery,2043,Oahu,16.957,67.828,229.44,917.76
Oahu_DistBattery,2044,Oahu,17.686,70.744,239.81,959.24
Oahu_DistBattery,2045,Oahu,18.391,73.564,250.288,1001.15
Oahu_DistBattery,2046,Oahu,8.355,33.42,250.288,1001.15
Oahu_DistBattery,2047,Oahu,8.723,34.892,250.288,1001.15
Oahu_DistBattery,2048,Oahu,9.006,36.024,250.288,1001.15
Oahu_DistBattery,2049,Oahu,9.315,37.26,250.288,1001.15
Oahu_DistBattery,2050,Oahu,47.587,190.348,250.288,1001.15
